date,time,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb
1987-09-19,1200,TD,27.0N,56.8W,25,1012
1987-09-19,1800,TD,28.5N,57.4W,25,1012
1987-09-20,0,TD,30.2N,56.0W,25,1012
1987-09-20,600,TD,31.3N,54.0W,25,1012
1987-09-20,1200,TD,32.1N,51.7W,25,1012
1987-09-20,1800,EX,32.8N,49.5W,25,1012
1987-09-13,1200,TD,14.0N,54.0W,25,-999
1987-09-13,1800,TD,14.7N,54.8W,25,-999
1987-09-14,0,TD,15.0N,55.5W,30,-999
1987-09-14,600,TD,15.5N,56.1W,30,-999
1987-09-14,1200,TD,16.0N,57.0W,30,-999
1987-09-14,1800,TD,16.5N,57.8W,30,-999
1987-09-15,0,TD,17.0N,58.5W,30,-999
1987-09-15,600,TD,17.5N,59.2W,30,-999
1987-09-15,1200,TD,18.0N,60.0W,30,-999
1987-09-15,1800,TD,18.5N,60.8W,25,-999
1987-09-16,0,TD,19.0N,61.8W,25,-999
1987-09-16,600,TD,19.5N,62.7W,25,-999
1987-09-16,1200,TD,20.0N,63.5W,25,-999
1987-09-16,1800,TD,20.5N,63.9W,20,-999
1987-09-17,0,TD,21.0N,64.0W,20,-999
1987-09-17,600,TD,21.5N,64.0W,20,-999
1987-09-17,1200,TD,22.0N,64.0W,15,-999
1987-09-20,0,TD,9.8N,51.3W,25,1008
1987-09-20,600,TD,10.4N,53.0W,25,1007
1987-09-20,1200,TD,10.9N,54.7W,30,1006
1987-09-20,1800,TS,11.4N,56.4W,35,1005
1987-09-21,0,TS,12.0N,58.0W,40,1004
1987-09-21,600,TS,12.4N,59.7W,40,1004
1987-09-21,1200,TS,13.1N,61.3W,45,1004
1987-09-21,1800,TS,13.7N,63.1W,50,1002
1987-09-22,0,TS,14.5N,64.7W,60,992
1987-09-22,600,HU,15.1N,66.3W,80,978
1987-09-22,1200,HU,15.9N,67.7W,90,971
1987-09-22,1800,HU,16.7N,69.1W,110,958
1987-09-23,0,HU,17.8N,70.4W,105,960
1987-09-23,300,HU,18.3N,71.0W,95,965
1987-09-23,600,HU,19.0N,71.5W,70,984
1987-09-23,1200,TS,20.0N,72.3W,55,1004
1987-09-23,1800,TS,20.9N,72.8W,40,1003
1987-09-24,0,TS,22.0N,73.0W,40,1000
1987-09-24,600,TS,23.2N,73.0W,45,1001
1987-09-24,1200,TS,24.4N,72.7W,45,1002
1987-09-24,1800,TS,26.0N,72.0W,45,1002
1987-09-25,0,TS,28.0N,70.5W,45,999
1987-09-25,600,HU,30.2N,68.0W,70,985
1987-09-25,1145,HU,32.3N,64.7W,75,974
1987-09-25,1200,HU,32.4N,64.6W,80,974
1987-09-25,1800,HU,35.0N,60.0W,80,974
1987-09-26,0,HU,38.0N,55.0W,75,976
1987-09-26,600,HU,41.2N,49.0W,70,979
1987-09-26,1200,HU,44.8N,42.5W,65,983
1987-09-26,1800,EX,49.0N,36.0W,55,994
1987-10-09,600,TD,15.0N,82.6W,25,1004
1987-10-09,1200,TD,14.5N,82.5W,25,1003
1987-10-09,1800,TD,14.1N,82.1W,25,1001
1987-10-10,0,TD,14.4N,81.8W,25,999
1987-10-10,600,TD,15.3N,82.2W,30,999
1987-10-10,1200,TS,16.0N,82.2W,35,999
1987-10-10,1800,TS,16.8N,83.5W,35,999
1987-10-11,0,TS,17.6N,83.9W,40,999
1987-10-11,600,TS,18.4N,84.2W,40,998
1987-10-11,1200,TS,19.4N,84.5W,45,997
1987-10-11,1800,TS,20.5N,84.5W,50,996
1987-10-12,0,TS,21.7N,84.3W,55,995
1987-10-12,600,TS,23.0N,84.0W,60,994
1987-10-12,1200,HU,24.0N,82.9W,65,993
1987-10-12,1800,HU,24.7N,81.5W,65,993
1987-10-12,2100,HU,25.1N,80.5W,65,993
1987-10-13,0,TS,25.3N,79.9W,60,993
1987-10-13,600,TS,26.0N,78.3W,50,994
1987-10-13,1200,TS,27.0N,76.9W,45,996
1987-10-13,1800,EX,28.1N,75.4W,40,997
1987-10-14,0,EX,29.5N,74.0W,40,998
1987-10-31,1800,TD,16.5N,77.5W,30,-999
1987-11-01,0,TD,17.5N,78.5W,30,-999
1987-11-01,600,TD,18.4N,79.3W,30,-999
1987-11-01,1200,TD,19.5N,79.9W,30,-999
1987-11-01,1800,TD,20.1N,80.3W,30,-999
1987-11-02,0,TD,20.3N,80.5W,25,-999
1987-11-02,600,TD,20.7N,80.8W,25,-999
1987-11-02,1200,TD,21.1N,81.1W,25,-999
1987-11-02,1800,TD,21.4N,81.4W,25,-999
1987-11-03,0,TD,22.3N,81.8W,25,-999
1987-11-03,600,TD,23.2N,82.2W,25,-999
1987-11-03,1200,TD,24.0N,82.9W,25,-999
1987-11-03,1800,TD,24.9N,83.6W,25,-999
1987-11-04,0,TD,25.7N,83.9W,25,-999
1987-11-04,600,TD,26.7N,83.5W,25,-999
1987-11-04,1200,TD,27.5N,83.0W,20,-999
1987-11-04,1800,TD,28.5N,82.0W,20,-999
1988-08-05,1800,TD,32.0N,77.5W,20,1015
1988-08-06,0,TD,32.8N,76.2W,20,1014
1988-08-06,600,TD,34.0N,75.2W,20,1013
1988-08-06,1200,TD,35.2N,74.6W,25,1012
1988-08-06,1800,TD,37.0N,73.5W,25,1011
1988-08-07,0,TD,38.7N,72.4W,25,1009
1988-08-07,600,TD,40.0N,70.8W,30,1006
1988-08-07,1200,TS,41.5N,69.0W,35,1002
1988-08-07,1800,TS,43.0N,67.5W,35,1002
1988-08-08,0,TS,45.0N,65.5W,35,1004
1988-08-08,600,TS,47.0N,63.0W,35,1006
1988-08-08,1200,EX,49.0N,60.0W,30,1008
1988-08-08,1800,EX,51.0N,56.0W,25,1010
1988-08-08,0,TD,30.4N,90.3W,25,1010
1988-08-08,600,TD,29.7N,89.7W,30,1009
1988-08-08,1200,TS,29.7N,89.4W,35,1007
1988-08-08,1800,TS,29.4N,89.2W,40,1005
1988-08-09,0,TS,29.3N,89.1W,45,1002
1988-08-09,600,TS,29.6N,89.5W,45,1001
1988-08-09,1200,TS,30.1N,90.4W,45,1002
1988-08-09,1800,TS,30.1N,90.9W,40,1005
1988-08-10,0,TD,30.3N,91.6W,30,1006
1988-08-10,600,TD,30.7N,92.2W,30,1007
1988-08-10,1200,TD,31.2N,92.6W,25,1008
1988-08-10,1800,TD,31.7N,93.2W,20,1011
1988-08-21,1200,TD,14.9N,43.3W,25,1009
1988-08-21,1800,TD,14.6N,45.7W,25,1009
1988-08-22,0,TD,14.6N,47.8W,25,1009
1988-08-22,600,TD,14.7N,49.9W,25,1009
1988-08-22,1200,TD,14.8N,51.9W,30,1009
1988-08-22,1800,TD,15.1N,54.0W,30,1009
1988-08-23,0,TD,15.3N,55.7W,30,1009
1988-08-23,600,TD,15.6N,57.5W,30,1009
1988-08-23,1200,TD,16.0N,59.2W,30,1009
1988-08-23,1800,TD,16.3N,61.0W,30,1009
1988-08-24,0,TD,16.7N,62.4W,30,1009
1988-08-24,600,TD,16.9N,63.8W,30,1009
1988-08-24,1200,TD,17.2N,65.2W,30,1009
1988-08-24,1800,TD,17.5N,66.7W,30,1009
1988-08-25,0,TD,17.8N,67.8W,30,1009
1988-08-25,600,TD,18.2N,68.8W,30,1009
1988-08-25,1200,TD,18.5N,69.8W,30,1008
1988-08-25,1800,TD,19.1N,70.9W,30,1008
1988-08-26,0,TD,19.8N,72.1W,30,1008
1988-08-26,600,TD,20.5N,73.2W,30,1008
1988-08-26,1200,TD,21.5N,74.2W,30,1008
1988-08-26,1800,TD,22.5N,75.4W,30,1008
1988-08-27,0,TD,23.3N,76.2W,30,1008
1988-08-27,600,TD,24.1N,77.2W,30,1008
1988-08-27,1200,TD,24.9N,78.1W,30,1008
1988-08-27,1800,TD,25.8N,79.0W,30,1008
1988-08-28,0,TD,26.8N,79.7W,30,1008
1988-08-28,600,TS,28.2N,80.0W,40,1008
1988-08-28,1200,TS,30.8N,80.8W,45,1005
1988-08-28,1500,TS,32.0N,80.9W,40,1005
1988-08-28,1800,TS,32.8N,81.1W,35,1006
1988-08-29,0,TD,34.1N,81.1W,25,1008
1988-08-29,600,EX,35.8N,80.6W,20,1009
1988-08-29,1200,EX,37.5N,79.5W,20,1009
1988-08-29,1800,EX,39.2N,77.6W,20,1010
1988-08-30,0,EX,41.2N,73.6W,20,1008
1988-08-30,600,EX,43.5N,69.9W,20,1008
1988-08-30,1200,EX,45.0N,65.0W,25,1008
1988-08-30,1800,EX,46.5N,60.0W,25,1008
1988-08-31,1800,TD,20.1N,91.0W,25,1006
1988-09-01,0,TD,20.2N,91.7W,25,1005
1988-09-01,600,TD,20.3N,92.4W,25,1005
1988-09-01,1200,TD,20.4N,93.1W,25,1004
1988-09-01,1800,TD,20.5N,93.8W,30,1003
1988-09-02,0,TD,20.6N,94.5W,30,1003
1988-09-02,600,TS,20.7N,95.2W,40,1001
1988-09-02,1200,TS,20.8N,95.9W,50,998
1988-09-02,1800,HU,20.8N,96.6W,65,992
1988-09-03,0,HU,20.7N,97.3W,65,987
1988-09-03,600,TS,20.5N,98.1W,50,995
1988-09-03,1200,TS,20.3N,98.9W,35,998
1988-09-03,1800,TD,20.0N,99.8W,30,999
1988-09-04,0,TD,19.8N,100.7W,30,1000
1988-09-04,600,TD,19.6N,101.6W,30,1000
1988-09-04,1200,TD,19.5N,102.5W,30,1000
1988-09-04,1800,TD,19.4N,103.4W,30,1001
1988-09-05,0,TD,19.5N,104.3W,30,1001
1988-09-05,600,TD,19.6N,105.1W,30,1002
1988-09-05,1200,TD,19.9N,105.9W,30,1003
1988-09-05,1800,TD,20.5N,106.4W,30,1004
1988-09-06,0,TD,21.0N,106.8W,30,1004
1988-09-06,600,TD,21.5N,107.1W,30,1005
1988-09-06,1200,TD,22.0N,107.4W,25,1005
1988-09-06,1800,TD,22.5N,107.7W,25,1006
1988-09-07,0,TD,23.0N,108.0W,25,1006
1988-09-07,600,TD,23.5N,108.3W,25,1007
1988-09-07,1200,TD,23.9N,108.5W,25,1007
1988-09-07,1800,TD,24.2N,108.7W,25,1007
1988-09-08,0,TD,24.4N,108.9W,25,1008
1988-09-08,600,TD,24.3N,109.1W,20,1008
1988-09-08,1200,TD,24.2N,109.3W,20,1008
1988-09-08,1800,TD,24.0N,109.0W,20,1008
1988-09-03,0,TD,32.5N,60.5W,25,1016
1988-09-03,600,TD,33.1N,59.2W,25,1012
1988-09-03,1200,TD,34.3N,56.5W,30,1008
1988-09-03,1800,TS,35.2N,53.1W,35,1004
1988-09-04,0,TS,35.9N,49.5W,40,1001
1988-09-04,600,TS,36.6N,44.4W,45,999
1988-09-04,1200,TS,38.0N,39.5W,50,997
1988-09-04,1800,TS,40.2N,35.0W,50,996
1988-09-05,0,TS,43.1N,29.7W,55,994
1988-09-07,0,TD,12.5N,17.5W,25,1011
1988-09-07,600,TD,13.1N,18.0W,25,1011
1988-09-07,1200,TS,13.8N,18.5W,35,1008
1988-09-07,1800,TS,14.8N,19.0W,35,1007
1988-09-08,0,TS,15.3N,19.1W,40,1005
1988-09-08,600,TS,16.4N,19.8W,40,1003
1988-09-08,1200,TS,17.5N,20.5W,50,1002
1988-09-08,1800,TS,18.8N,21.0W,50,999
1988-09-09,0,TS,19.9N,21.6W,50,994
1988-09-09,600,TS,21.4N,22.0W,50,996
1988-09-09,1200,TS,22.9N,22.5W,35,1005
1988-09-09,1800,TD,24.0N,22.5W,25,1006
1988-09-10,0,TD,25.0N,23.0W,25,1009
1988-09-07,600,TD,22.8N,92.0W,25,1000
1988-09-07,1200,TD,22.8N,91.2W,30,998
1988-09-07,1800,TS,22.7N,90.2W,40,996
1988-09-08,0,TS,22.6N,89.6W,45,993
1988-09-08,600,TS,22.7N,89.8W,45,990
1988-09-08,1200,TS,23.1N,89.7W,45,990
1988-09-08,1800,TS,23.4N,89.5W,45,992
1988-09-09,0,TS,24.2N,89.2W,50,992
1988-09-09,600,TS,25.0N,89.2W,50,991
1988-09-09,1200,TS,26.1N,89.2W,55,998
1988-09-09,1800,HU,27.4N,89.2W,65,985
1988-09-09,2300,HU,28.5N,89.3W,70,982
1988-09-10,0,HU,28.7N,89.3W,70,983
1988-09-10,200,HU,29.1N,89.3W,70,984
1988-09-10,600,TS,29.7N,89.7W,60,988
1988-09-10,1200,TD,30.7N,90.7W,30,998
1988-09-10,1800,TD,31.8N,91.5W,20,1003
1988-09-11,0,TD,32.4N,92.3W,15,1007
1988-09-11,600,TD,32.7N,93.3W,15,1009
1988-09-11,1200,TD,33.0N,94.5W,15,1010
1988-09-08,1800,TD,12.0N,54.0W,25,1008
1988-09-09,0,TD,12.7N,55.6W,25,1007
1988-09-09,600,TD,13.3N,57.1W,30,1006
1988-09-09,1200,TD,14.0N,58.6W,30,1005
1988-09-09,1800,TS,14.5N,60.1W,35,1004
1988-09-10,0,TS,14.8N,61.5W,40,1002
1988-09-10,600,TS,15.0N,62.8W,45,998
1988-09-10,1200,TS,15.3N,64.1W,50,995
1988-09-10,1800,TS,15.7N,65.4W,55,992
1988-09-11,0,HU,15.9N,66.8W,65,989
1988-09-11,600,HU,16.2N,68.0W,80,982
1988-09-11,1200,HU,16.1N,69.5W,95,975
1988-09-11,1800,HU,16.2N,70.7W,100,970
1988-09-12,0,HU,16.8N,72.0W,105,964
1988-09-12,600,HU,17.3N,73.7W,110,962
1988-09-12,1200,HU,17.6N,75.3W,110,960
1988-09-12,1700,HU,17.8N,76.8W,115,960
1988-09-12,1800,HU,17.9N,76.9W,110,960
1988-09-13,0,HU,18.2N,78.5W,110,960
1988-09-13,600,HU,18.5N,79.7W,115,952
1988-09-13,1200,HU,18.8N,81.1W,125,934
1988-09-13,1800,HU,19.4N,82.5W,140,905
1988-09-14,0,HU,19.7N,83.8W,160,888
1988-09-14,600,HU,19.9N,85.3W,155,889
1988-09-14,1200,HU,20.4N,86.5W,145,892
1988-09-14,1500,HU,20.7N,87.0W,140,900
1988-09-14,1800,HU,20.9N,87.8W,130,925
1988-09-15,0,HU,21.3N,89.5W,100,944
1988-09-15,600,HU,21.6N,90.7W,90,949
1988-09-15,1200,HU,21.9N,91.7W,85,950
1988-09-15,1800,HU,22.1N,92.8W,90,950
1988-09-16,0,HU,22.5N,93.8W,100,949
1988-09-16,600,HU,22.9N,94.8W,110,946
1988-09-16,1200,HU,23.7N,95.9W,115,948
1988-09-16,1800,HU,23.9N,97.0W,115,950
1988-09-16,2200,HU,24.2N,97.8W,110,955
1988-09-17,0,HU,24.4N,98.2W,80,964
1988-09-17,600,TS,24.8N,99.3W,50,988
1988-09-17,1200,TS,25.0N,100.5W,35,996
1988-09-17,1800,TD,25.4N,101.9W,30,1000
1988-09-18,0,TD,26.0N,103.2W,30,1002
1988-09-18,600,TD,27.6N,103.7W,30,1004
1988-09-18,1200,TD,29.3N,102.6W,25,1003
1988-09-18,1800,TD,31.5N,101.3W,25,1003
1988-09-19,0,TD,33.2N,99.7W,25,1002
1988-09-19,600,TD,35.8N,97.7W,25,1001
1988-09-19,1200,TD,37.7N,93.2W,25,999
1988-09-19,1800,EX,40.2N,89.9W,25,998
1988-09-20,0,EX,43.4N,86.5W,25,995
1988-09-19,1800,TD,13.4N,31.6W,30,1009
1988-09-20,0,TD,13.3N,32.7W,30,1008
1988-09-20,600,TS,13.2N,33.8W,35,1008
1988-09-20,1200,TS,13.0N,34.8W,40,1004
1988-09-20,1800,TS,12.4N,35.7W,45,1002
1988-09-21,0,TS,12.2N,36.7W,50,998
1988-09-21,600,TS,12.0N,37.7W,60,993
1988-09-21,1200,HU,12.1N,38.8W,70,998
1988-09-21,1800,HU,12.4N,39.9W,75,983
1988-09-22,0,HU,12.7N,40.6W,80,978
1988-09-22,600,HU,13.0N,41.5W,90,972
1988-09-22,1200,HU,13.2N,42.3W,95,965
1988-09-22,1800,HU,13.5N,43.1W,100,959
1988-09-23,0,HU,13.9N,44.0W,110,953
1988-09-23,600,HU,14.1N,44.9W,115,945
1988-09-23,1200,HU,14.7N,45.5W,120,939
1988-09-23,1800,HU,15.3N,46.1W,125,938
1988-09-24,0,HU,15.9N,46.9W,120,940
1988-09-24,600,HU,16.6N,47.5W,120,944
1988-09-24,1200,HU,17.4N,48.0W,115,948
1988-09-24,1800,HU,18.1N,48.5W,110,954
1988-09-25,0,HU,18.7N,48.9W,100,959
1988-09-25,600,HU,19.4N,49.0W,100,963
1988-09-25,1200,HU,20.0N,49.1W,95,966
1988-09-25,1800,HU,20.9N,49.3W,90,968
1988-09-26,0,HU,22.2N,49.5W,85,971
1988-09-26,600,HU,23.4N,49.7W,85,973
1988-09-26,1200,HU,24.5N,49.9W,80,975
1988-09-26,1800,HU,25.8N,50.3W,80,976
1988-09-27,0,HU,27.1N,51.1W,75,977
1988-09-27,600,HU,28.2N,51.9W,75,979
1988-09-27,1200,HU,29.8N,52.0W,75,979
1988-09-27,1800,HU,30.9N,51.9W,75,979
1988-09-28,0,HU,31.9N,51.5W,75,979
1988-09-28,600,HU,32.8N,51.0W,80,977
1988-09-28,1200,HU,33.5N,50.3W,80,975
1988-09-28,1800,HU,34.7N,49.5W,85,972
1988-09-29,0,HU,36.1N,48.5W,90,970
1988-09-29,600,HU,38.0N,46.5W,90,970
1988-09-29,1200,HU,40.2N,44.4W,85,973
1988-09-29,1800,HU,42.9N,42.0W,75,979
1988-09-30,0,HU,46.2N,38.8W,65,985
1988-09-30,600,HU,50.2N,34.5W,65,990
1988-09-30,1200,EX,55.0N,30.0W,60,992
1988-09-28,1800,TD,9.0N,45.5W,25,1009
1988-09-29,0,TD,9.1N,47.0W,25,1008
1988-09-29,600,TD,9.3N,48.7W,25,1007
1988-09-29,1200,TD,9.5N,50.0W,25,1007
1988-09-29,1800,TD,9.6N,51.3W,30,1006
1988-09-30,0,TD,9.8N,52.2W,30,1006
1988-09-30,600,TD,10.2N,53.1W,30,1006
1988-09-30,1200,TD,10.8N,54.5W,30,1005
1988-09-30,1800,TS,11.4N,56.0W,35,1005
1988-10-01,0,TS,11.8N,57.7W,40,1005
1988-10-01,600,TS,12.0N,59.5W,35,1005
1988-10-01,1200,TD,12.0N,61.2W,30,1006
1988-10-10,1800,TD,8.9N,42.2W,25,1010
1988-10-11,0,TD,9.5N,43.6W,30,1008
1988-10-11,600,TS,10.1N,45.0W,35,1005
1988-10-11,1200,TS,10.7N,46.4W,40,1003
1988-10-11,1800,TS,11.2N,47.9W,45,1000
1988-10-12,0,TS,11.5N,49.0W,50,999
1988-10-12,600,TS,11.8N,50.1W,45,1000
1988-10-12,1200,TS,12.1N,51.3W,45,1003
1988-10-12,1800,TS,12.3N,52.5W,40,1006
1988-10-13,0,TS,12.4N,53.8W,40,1007
1988-10-13,600,TS,12.5N,54.9W,40,1007
1988-10-13,1200,TS,12.6N,56.0W,40,1006
1988-10-13,1800,TS,12.7N,57.1W,40,1005
1988-10-14,0,TS,12.6N,58.3W,40,1003
1988-10-14,600,TS,12.4N,59.4W,40,1002
1988-10-14,1200,TS,12.2N,60.0W,45,1001
1988-10-14,1800,TS,12.0N,60.8W,45,1001
1988-10-15,0,TS,12.1N,61.5W,45,1003
1988-10-15,100,TS,12.1N,61.8W,45,1003
1988-10-15,600,TS,12.1N,62.8W,45,1004
1988-10-15,1200,TS,12.0N,63.8W,45,1004
1988-10-15,1800,TS,11.9N,64.9W,45,1003
1988-10-16,0,TS,12.0N,66.1W,45,1002
1988-10-16,600,TS,12.0N,67.2W,50,1001
1988-10-16,1200,TS,11.9N,68.2W,50,1000
1988-10-16,1800,TS,12.0N,69.2W,50,999
1988-10-17,0,TS,12.0N,70.2W,55,998
1988-10-17,600,TS,12.0N,71.2W,55,997
1988-10-17,1200,TS,11.9N,72.1W,60,995
1988-10-17,1800,TS,11.8N,73.0W,60,993
1988-10-18,0,HU,11.8N,74.0W,65,990
1988-10-18,600,HU,11.7N,75.0W,70,987
1988-10-18,1200,HU,11.5N,75.8W,75,984
1988-10-18,1800,HU,11.3N,76.5W,80,980
1988-10-19,0,HU,11.2N,77.2W,90,976
1988-10-19,600,HU,11.3N,77.8W,95,970
1988-10-19,1200,HU,11.4N,78.3W,105,960
1988-10-19,1800,HU,11.3N,78.9W,110,953
1988-10-20,0,HU,11.3N,79.3W,105,956
1988-10-20,600,HU,11.1N,79.8W,85,967
1988-10-20,1200,HU,11.1N,79.5W,70,971
1988-10-20,1800,HU,11.3N,79.9W,70,973
1988-10-21,0,HU,11.5N,80.3W,75,972
1988-10-21,600,HU,11.5N,80.7W,90,970
1988-10-21,1200,HU,11.6N,81.2W,100,964
1988-10-21,1800,HU,11.8N,81.8W,110,952
1988-10-22,0,HU,11.9N,82.5W,120,937
1988-10-22,600,HU,11.9N,83.2W,125,932
1988-10-22,1000,HU,11.9N,83.7W,125,932
1988-10-22,1200,HU,11.9N,83.9W,120,936
1988-10-22,1800,HU,12.0N,85.0W,70,983
1988-10-23,0,TS,12.1N,85.9W,55,993
1988-10-23,600,TS,12.2N,86.8W,45,1000
1988-11-17,1800,TD,14.9N,74.3W,30,1008
1988-11-18,0,TD,15.0N,75.5W,30,1008
1988-11-18,600,TD,15.0N,76.5W,30,1008
1988-11-18,1200,TD,15.0N,77.7W,30,1008
1988-11-18,1800,TD,15.0N,79.0W,30,1008
1988-11-19,0,TD,15.0N,79.9W,30,1007
1988-11-19,600,TD,15.1N,80.4W,30,1007
1988-11-19,1200,TD,15.2N,81.2W,30,1007
1988-11-19,1800,TD,15.5N,81.8W,30,1006
1988-11-20,0,TD,15.8N,82.6W,30,1005
1988-11-20,600,TS,16.3N,83.4W,35,1004
1988-11-20,1200,TS,17.8N,84.5W,40,1002
1988-11-20,1800,TS,19.1N,85.4W,45,997
1988-11-21,0,TS,19.8N,86.1W,60,985
1988-11-21,600,TS,20.7N,86.6W,60,993
1988-11-21,800,TS,21.2N,86.8W,60,993
1988-11-21,1200,TS,21.8N,87.0W,60,993
1988-11-21,1800,TS,22.4N,87.2W,60,990
1988-11-22,0,TS,23.1N,87.0W,60,993
1988-11-22,600,TS,23.8N,86.8W,55,995
1988-11-22,1200,TS,24.4N,86.2W,55,995
1988-11-22,1800,TS,25.5N,85.1W,55,993
1988-11-23,0,TS,26.5N,84.2W,55,994
1988-11-23,600,TS,27.3N,82.8W,55,995
1988-11-23,700,TS,27.3N,82.6W,55,995
1988-11-23,1200,TS,27.9N,81.3W,35,999
1988-11-23,1800,TS,28.9N,79.8W,40,998
1988-11-24,0,TS,29.7N,77.7W,50,995
1988-11-24,600,TS,31.0N,75.2W,55,992
1988-11-24,1200,TS,32.5N,70.5W,60,990
1988-11-24,1800,EX,34.0N,66.0W,55,985
1988-11-25,0,EX,36.0N,60.0W,50,982
1988-11-25,600,EX,39.0N,54.0W,50,976
1988-11-25,1200,EX,40.0N,49.0W,50,964
1988-11-25,1800,EX,44.0N,45.0W,55,960
1988-11-26,0,EX,48.0N,43.0W,65,950
1988-11-26,600,EX,52.0N,42.0W,65,945
1988-11-26,1200,EX,52.5N,44.0W,65,945
1988-11-26,1800,EX,52.0N,46.0W,65,950
1988-05-31,1200,TD,20.3N,84.7W,25,-999
1988-05-31,1800,TD,21.0N,84.0W,25,-999
1988-06-01,0,TD,21.0N,84.0W,25,-999
1988-06-01,600,TD,21.4N,83.6W,25,-999
1988-06-01,1200,TD,21.5N,83.4W,25,-999
1988-06-01,1800,TD,22.5N,82.5W,25,-999
1988-06-02,0,TD,23.0N,82.0W,25,-999
1988-06-02,600,TD,24.0N,81.0W,20,-999
1988-06-02,1200,TD,25.0N,80.0W,20,-999
1988-08-13,0,TD,25.0N,74.5W,30,-999
1988-08-13,600,TD,25.2N,75.3W,30,-999
1988-08-13,1200,TD,27.0N,78.0W,30,-999
1988-08-13,1800,TD,28.5N,78.0W,30,-999
1988-08-14,0,TD,30.5N,79.5W,30,-999
1988-08-14,600,TD,30.5N,81.3W,30,-999
1988-08-14,1200,TD,30.5N,82.0W,30,-999
1988-08-20,1200,TD,13.0N,21.0W,25,-999
1988-08-20,1800,TD,13.0N,21.3W,25,-999
1988-08-21,0,TD,13.0N,21.6W,25,-999
1988-08-21,600,TD,13.5N,21.9W,30,-999
1988-08-21,1200,TD,14.3N,22.0W,30,-999
1988-08-21,1800,TD,15.1N,22.5W,30,-999
1988-08-22,0,TD,16.0N,23.0W,25,-999
1988-08-22,600,TD,16.7N,23.9W,30,-999
1988-08-22,1200,TD,17.3N,24.8W,30,-999
1988-08-22,1800,TD,17.9N,25.6W,30,-999
1988-08-23,0,TD,18.5N,26.5W,30,-999
1988-08-23,600,TD,18.9N,27.7W,30,-999
1988-08-23,1200,TD,19.3N,29.0W,30,-999
1988-08-23,1800,TD,19.7N,30.3W,30,-999
1988-08-24,0,TD,20.0N,31.5W,30,-999
1988-08-24,600,TD,20.3N,32.8W,30,-999
1988-08-24,1200,TD,20.5N,34.2W,30,-999
1988-08-24,1800,TD,20.8N,35.6W,30,-999
1988-08-25,0,TD,21.0N,37.0W,30,-999
1988-08-25,600,TD,21.5N,38.2W,30,-999
1988-08-25,1200,TD,22.0N,40.3W,30,-999
1988-08-25,1800,TD,22.5N,41.9W,30,-999
1988-08-26,0,TD,23.0N,43.5W,30,-999
1988-08-26,600,WV,23.5N,45.4W,15,-999
1988-08-26,1200,WV,24.0N,47.3W,15,-999
1988-08-26,1800,WV,24.5N,49.2W,15,-999
1988-08-27,0,WV,25.0N,51.1W,15,-999
1988-08-27,600,WV,25.5N,53.0W,15,-999
1988-08-27,1200,WV,26.0N,54.9W,15,-999
1988-08-27,1800,WV,26.5N,56.8W,15,-999
1988-08-28,0,WV,27.1N,58.7W,15,-999
1988-08-28,600,WV,27.7N,60.6W,15,-999
1988-08-28,1200,WV,28.3N,62.5W,15,-999
1988-08-28,1800,WV,28.9N,64.4W,15,-999
1988-08-29,0,WV,29.5N,66.3W,15,-999
1988-08-29,600,WV,30.1N,68.2W,15,-999
1988-08-29,1200,WV,30.7N,70.1W,15,-999
1988-08-29,1800,TD,31.5N,72.0W,20,-999
1988-08-30,0,TD,33.5N,72.5W,30,-999
1988-08-30,600,TD,35.5N,72.5W,30,-999
1988-08-30,1200,TD,37.5N,71.0W,30,-999
1988-08-30,1800,TD,38.5N,69.5W,30,-999
1988-08-31,0,TD,39.5N,67.5W,30,-999
1988-08-31,600,TD,41.3N,64.5W,30,-999
1988-08-31,1200,TD,43.0N,62.0W,30,-999
1988-08-20,1800,TD,12.5N,60.7W,25,-999
1988-08-21,0,TD,12.7N,61.5W,25,-999
1988-08-21,600,TD,13.0N,63.5W,30,-999
1988-08-21,1200,TD,13.5N,65.5W,25,-999
1988-08-21,1800,TD,13.7N,66.5W,25,-999
1988-08-22,0,TD,14.2N,67.7W,25,-999
1988-08-22,600,TD,14.0N,69.0W,25,-999
1988-08-22,1200,TD,14.5N,70.5W,30,-999
1988-08-22,1800,TD,15.0N,74.0W,30,-999
1988-08-23,0,TD,15.5N,75.4W,30,-999
1988-08-23,600,TD,15.0N,76.5W,30,-999
1988-08-23,1200,TD,14.3N,79.0W,25,-999
1988-08-23,1800,TD,15.0N,80.0W,25,-999
1988-08-24,0,TD,15.6N,81.8W,25,-999
1988-08-24,600,TD,16.2N,83.7W,25,-999
1988-08-24,1200,TD,16.0N,85.1W,25,-999
1988-09-04,0,TD,28.0N,93.5W,30,-999
1988-09-04,600,TD,28.0N,92.5W,25,-999
1988-09-27,1800,TD,11.5N,20.6W,25,-999
1988-09-28,0,TD,12.1N,21.3W,25,-999
1988-09-28,600,TD,11.1N,24.8W,25,-999
1988-09-28,1200,TD,12.0N,26.5W,25,-999
1988-09-28,1800,TD,12.0N,27.6W,25,-999
1988-09-29,0,TD,12.0N,28.8W,25,-999
1988-10-19,1800,TD,12.9N,72.7W,25,-999
1988-10-20,0,TD,13.0N,72.7W,30,-999
