Date,mean_temp_K,total_precip_mm
1986-01-02,284.12882200153376,0.489698377176574
1986-01-03,285.75396432275386,0.3733869388478412
1986-01-06,280.7671848507757,0.6133183893491923
1986-01-07,283.70562957439745,3.0667940291851186
1986-01-08,278.790666716468,6.579199717113661
1986-01-09,277.3817769867093,3.971220745915066
1986-01-10,279.50983354102215,6.4581253775014344
1986-01-13,282.9849060616379,0.0008464496790508083
1986-01-14,282.96438178546725,0.0004351138045421976
1986-01-15,285.5621377699802,0.0016876089897031
1986-01-16,287.7131806925696,1.1325885822289237
1986-01-17,288.6139451158422,7.833272283886217
1986-01-20,287.8198217910896,0.0009466314827004116
1986-01-21,290.35249923963124,0.0203937377449179
1986-01-22,289.02016875457167,0.614579101735412
1986-01-23,284.79154059536546,0.2502355964420599
1986-01-24,286.37482140563253,0.1570476029182807
1986-01-27,280.1701156234697,0.000433474127239412
1986-01-28,281.9750189872414,0.0009117210652272398
1986-01-29,289.053929426296,0.1040021510610283
1986-01-30,287.9980845003824,0.1956212861319396
1986-01-31,289.6731667265167,0.1890228295862437
1986-02-03,292.22665508016985,14.290036607361088
1986-02-04,291.90806101470145,15.5520606617234
1986-02-05,290.4696449605544,5.654652645013493
1986-02-06,287.95549260856893,3.1173286904156625
1986-02-07,286.648891668358,0.1408628282457065
1986-02-10,281.5506256302119,3.423068647331613
1986-02-11,276.86288121909394,0.0841832689073128
1986-02-12,276.46541302181123,0.1004816143625547
1986-02-13,279.1913545802365,0.7202202612561872
1986-02-14,287.1524701515897,2.0832919867564983
1986-02-18,293.45106921905,0.5351735117796979
1986-02-19,294.8022437633672,0.0497425779160882
1986-02-20,294.73685980102437,0.0927607904065153
1986-02-21,291.30989801394134,0.1079152240589347
1986-02-24,288.33861023265325,-4.613017566106639e-06
1986-02-25,289.4453985029896,0.0021447316929654
1986-02-26,292.40970280383857,0.0017084870478356
1986-02-27,292.38428503194257,0.0214588494853533
1986-02-28,286.874587378614,0.2886872810292443
1986-03-03,291.22513936658936,1.9215446591585796
1986-03-04,288.9979382308495,4.823559997141672
1986-03-05,288.34278656118,0.0154184854969781
1986-03-06,289.7396604853388,0.1529626319857717
1986-03-07,289.01997403141934,0.0334481348801372
1986-03-10,294.85917344240386,0.4215533377237971
1986-03-11,294.76237547916753,0.9510552507383156
1986-03-12,294.02879041173907,12.28914032409284
1986-03-13,291.7488433993773,2.736617031441914
1986-03-14,290.46003431919104,1.1706317619785644
1986-03-17,292.65498628646617,0.0371372599531402
1986-03-18,294.15388550126096,5.643500571309273
1986-03-19,290.3252007885246,6.299211241922472
1986-03-20,286.70954962552213,2.2084324986682904
1986-03-21,284.78093631031476,0.0031712316899869
1986-03-24,289.0363907309468,0.0070264265509766
1986-03-25,290.13083880900365,0.0109392249950148
1986-03-26,291.6673941403519,0.0975141174606249
1986-03-27,292.2503390645717,0.3310000477550056
1986-03-31,293.5232870142931,0.0256847367527858
1986-04-01,293.99936822253284,0.1118516082267391
1986-04-02,294.49505042542256,0.2894111014958621
1986-04-03,294.7359505510814,2.7704209790008054
1986-04-04,295.44862718178274,5.455199408284058
1986-04-07,296.76801015442226,0.3472299439841478
1986-04-08,297.4056423835734,0.107563939554046
1986-04-09,294.5574404610543,5.034386327276345
1986-04-10,290.40170675361185,6.734701719156288
1986-04-11,291.44328048359426,0.8602395500335676
1986-04-14,296.1995936157157,0.525159893182981
1986-04-15,293.3800936421993,1.6103371294552669
1986-04-16,292.04912401535535,0.2660597875021575
1986-04-17,292.71285115452264,1.1402327312812526
1986-04-18,294.7017297430311,1.457342502918108
1986-04-21,292.99524090561187,0.0850026569929723
1986-04-22,292.36052724485666,0.0036577203932955
1986-04-23,292.68136500381786,0.0218385758025976
1986-04-24,293.8548937306089,0.1306942508609803
1986-04-25,294.2912634938255,0.1589946125961299
1986-04-28,296.3872801550231,5.420177542003514
1986-04-29,296.87244247493965,1.976347656702729
1986-04-30,296.82461333976534,2.998772376371511
1986-05-01,296.19375691519934,12.013057037439305
1986-05-02,294.4869847643314,11.137735275111416
1986-05-05,296.45892684232246,0.3530911399244949
1986-05-06,297.8593276446446,0.6198714046957675
1986-05-07,298.3953783947839,1.1791739563269568
1986-05-08,298.00290983528856,5.601119423380381
1986-05-09,298.03751723487966,6.336762510277752
1986-05-12,297.959510721266,1.251967263353629
1986-05-13,298.28054169747435,0.2469435385509589
1986-05-14,298.510429224989,0.933354488776125
1986-05-15,298.15351611175674,3.2544789050868266
1986-05-16,298.48746838006264,1.906869103094496
1986-05-19,293.59657347908785,3.5541573470775845
1986-05-20,294.3970666774048,0.0146976016881413
1986-05-21,295.5408567827728,0.0102168799297891
1986-05-22,296.9644769023203,0.0198394745747173
1986-05-23,298.59709919742795,0.2983780712731549
1986-05-27,296.78915956287045,8.74139753134185
1986-05-28,296.6052078245151,5.017718490380934
1986-05-29,297.682127402498,2.7759352129836796
1986-05-30,297.5355006407879,8.661491874549354
1986-06-02,298.3962821147677,5.374024704457587
1986-06-03,298.5825495515893,7.5197774444097245
1986-06-04,298.6653535594772,8.528942077642602
1986-06-05,298.9834741744025,8.376983620928538
1986-06-06,299.29741556220785,5.577582120516812
1986-06-09,299.15651169389434,8.428500542057243
1986-06-10,300.0733139896951,4.577148400041748
1986-06-11,300.0225604650737,6.726438671880342
1986-06-12,299.55186790065653,3.344738684626442
1986-06-13,299.67100700288637,2.148048036476968
1986-06-16,299.9685646318157,3.4540941532929943
1986-06-17,299.2007760495853,8.004586872297256
1986-06-18,299.30148483730574,4.850117255937174
